Id_patient,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,Id_encounter,START,STOP,PATIENT_patient,ORGANIZATION,PROVIDER,PAYER,ENCOUNTERCLASS,CODE_patient_encounter_classes,DESCRIPTION,BASE_ENCOUNTER_COST,TOTAL_CLAIM_COST,PAYER_COVERAGE,REASONCODE,REASONDESCRIPTION,row_number,death_threshold,PATIENT_encounter_classes,ambulatory,emergency,home,hospice,inpatient,outpatient,snf,urgentcare,virtual,wellness,PATIENT,CODE_conditions
28d0bbe6-bcee-1453-959a-e25290f2e3c6,1970-06-30,2020-01-08,999-78-8156,S99970419,X67260457X,Mr.,Jeremy766,Senger904,,,S,white,nonhispanic,M,Anchorage  Alaska  US,556 O'Kon Path,Juneau,Alaska,Juneau City and Borough,,58.27036376368617,-134.36332677534503,1275350.2675,16018.7925,89af7aa7-e477-957b-96bd-c3fc9faf44eb,2020-01-14T11:41:08Z,2020-01-14T11:56:08Z,28d0bbe6-bcee-1453-959a-e25290f2e3c6,eede82e3-bf56-3855-957d-e2111b64fd26,0c9bb2b2-99b5-37f3-a181-e277c413cbc6,4d71f845-a6a9-3c39-b242-14d25ef86a8d,wellness,308646001,Death Certification,99.01,0.0,0.0,88805009.0,Chronic congestive heart failure (disorder),1,True,28d0bbe6-bcee-1453-959a-e25290f2e3c6,105,2,0,1,2,3,0,1,0,32,28d0bbe6-bcee-1453-959a-e25290f2e3c6,160903007
f7add965-c9db-08c8-d5af-ab7077806c8f,1971-07-24,,999-23-1421,S99969412,X17359160X,Mrs.,Debera99,Sporer811,,Deckow585,M,hawaiian,nonhispanic,F,Kenai  Alaska  US,1095 Miller Center Suite 56,Juneau,Alaska,Juneau City and Borough,,58.29308116577162,-134.36212483036584,1135437.86,1227.9299999999998,18931a62-999c-ab21-fcb9-05afc68d554e,2022-03-19T19:28:50Z,2022-03-19T19:43:50Z,f7add965-c9db-08c8-d5af-ab7077806c8f,8fa26f78-623f-329e-a7b4-bdaa88bdb569,61528542-c107-3fdd-960b-bbd1dc50521f,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,wellness,162673000,General examination of patient (procedure),99.01,1342.86,0.0,,,1,False,f7add965-c9db-08c8-d5af-ab7077806c8f,17,5,0,0,7,24,0,4,0,46,f7add965-c9db-08c8-d5af-ab7077806c8f,160903007
fc3f1a3d-7fd5-8312-583f-9cc81e7735dc,1994-06-30,,999-98-2520,S99982034,X57349307X,Mrs.,Tommye961,Watsica258,,Hegmann834,M,hawaiian,nonhispanic,F,Diamond Ridge  Alaska  US,316 Leffler Walk Suite 53,Juneau,Alaska,Juneau City and Borough,,58.21976345655726,-134.43937207476307,954051.89,99.36,2d1a7d9d-d5c6-68b6-8dfb-36a71a87610b,2022-04-12T10:46:36Z,2022-04-12T11:01:36Z,fc3f1a3d-7fd5-8312-583f-9cc81e7735dc,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,ambulatory,185349003,Encounter for 'check-up',96.72,96.72,0.0,403190006.0,First degree burn,1,False,fc3f1a3d-7fd5-8312-583f-9cc81e7735dc,13,2,0,0,0,8,1,0,0,10,fc3f1a3d-7fd5-8312-583f-9cc81e7735dc,403190006
a9db9737-d8bb-a995-2686-2e915848c8b0,1973-08-27,,999-23-3498,S99917961,X1176077X,Mr.,Bruce167,Koch169,,,M,white,nonhispanic,M,Chena Ridge  Alaska  US,976 Heidenreich Park,Juneau,Alaska,Juneau City and Borough,,58.4018934040925,-134.22402078335145,1263486.1075000002,2088.7425,546d506a-8041-1a4f-b99f-695994485303,2022-04-11T21:51:19Z,2022-04-11T22:06:19Z,a9db9737-d8bb-a995-2686-2e915848c8b0,53ae6019-6140-3e35-b062-ad0add1ac5e0,4a9da9c8-01af-344d-a753-10566623a69b,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,wellness,162673000,General examination of patient (procedure),99.01,2620.41,0.0,,,1,False,a9db9737-d8bb-a995-2686-2e915848c8b0,8,0,0,0,0,3,0,0,0,31,a9db9737-d8bb-a995-2686-2e915848c8b0,741062008
936092f5-a86d-78e1-ef4f-dd773ac80a2b,2000-07-18,,999-79-5664,S99952908,X7036224X,Ms.,Marquitta546,Heaney114,,,,white,nonhispanic,F,College  Alaska  US,1076 Collins Row Unit 49,Juneau,Alaska,Juneau City and Borough,99801.0,58.61425597060757,-134.24634399097226,550800.2475,1611.0225,29e43162-7720-70b8-dc19-729fa6799970,2021-06-14T11:43:03Z,2021-06-14T12:52:57Z,936092f5-a86d-78e1-ef4f-dd773ac80a2b,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,outpatient,308335008,Patient encounter procedure,161.2,12448.12,0.0,,,1,False,936092f5-a86d-78e1-ef4f-dd773ac80a2b,2,0,0,0,0,8,0,0,0,8,936092f5-a86d-78e1-ef4f-dd773ac80a2b,160903007
04efa71e-b8ed-980b-94a1-cd25e94b6015,2018-04-17,,999-22-2539,,,,Marcelene872,Koss676,,,,other,nonhispanic,F,Anchorage  Alaska  US,969 Marquardt Hollow,Juneau,Alaska,Juneau City and Borough,99824.0,58.40494491179844,-134.18070765420947,104806.235,913.095,324892c0-ec71-bce5-2128-77987ec564be,2022-04-16T06:53:25Z,2022-04-17T06:53:25Z,04efa71e-b8ed-980b-94a1-cd25e94b6015,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,6e2f1a2d-27bd-3701-8d08-dae202c58632,inpatient,185347001,Encounter for problem (procedure),103.18,1278.28,902.46,91861009.0,Acute myeloid leukemia  disease (disorder),1,False,04efa71e-b8ed-980b-94a1-cd25e94b6015,2,0,0,0,1,0,0,0,0,13,04efa71e-b8ed-980b-94a1-cd25e94b6015,91861009
4e01fb5e-0a6d-10cb-799f-80c6b1e2f0f2,1975-06-12,,999-98-3347,S99978057,X63931934X,Mr.,Osvaldo336,Rolfson709,,,S,white,nonhispanic,M,Butte  Alaska  US,741 Dickens Divide Apt 45,Juneau,Alaska,Juneau City and Borough,99801.0,58.62492838955612,-134.26065456866283,1632623.7925000002,2154.9075000000003,88c9a9dd-35ef-8234-d35d-ab27cb6051a8,2022-04-01T01:17:02Z,2022-04-01T01:32:02Z,4e01fb5e-0a6d-10cb-799f-80c6b1e2f0f2,7bb3dce0-08b8-3926-b273-0e83efe99023,119a6880-3f69-3329-a9eb-e274801bc0a3,d47b3510-2895-3b70-9897-342d681c769d,wellness,162673000,General examination of patient (procedure),99.01,1142.19,0.0,,,1,False,4e01fb5e-0a6d-10cb-799f-80c6b1e2f0f2,7,1,0,0,0,3,0,0,0,14,4e01fb5e-0a6d-10cb-799f-80c6b1e2f0f2,361055000
1e466cbc-5018-4c1a-b132-cf8a4a4d87cf,1997-02-18,,999-29-6104,S99957096,X49042310X,Ms.,Genesis248,Zieme486,,,,white,nonhispanic,F,Anchorage  Alaska  US,364 Nikolaus Knoll Unit 90,Juneau,Alaska,Juneau City and Borough,99824.0,58.36805065488796,-134.1806839376513,377991.772,220187.048,14729ebb-8526-1346-e3ca-d53ef980131b,2022-04-26T11:56:50Z,2022-04-26T12:11:50Z,1e466cbc-5018-4c1a-b132-cf8a4a4d87cf,180b7aba-e281-31cd-ac70-d4dad564e786,fa940e47-0e5f-3412-998c-048180fcef5d,7c4411ce-02f1-39b5-b9ec-dfbea9ad3c1a,wellness,162673000,General examination of patient (procedure),99.01,822.56,781.43,,,1,False,1e466cbc-5018-4c1a-b132-cf8a4a4d87cf,33,3,0,0,1,5,1,0,0,6,1e466cbc-5018-4c1a-b132-cf8a4a4d87cf,72892002
07902ce4-ca0b-0c09-f788-c5237a320413,1991-07-09,,999-93-5780,S99966922,X82080281X,Mrs.,Mariela993,Abshire638,,Cruickshank494,M,other,nonhispanic,F,Sutton-Alpine  Alaska  US,731 Spencer Union,Juneau,Alaska,Juneau City and Borough,99801.0,58.22863930179634,-134.44488831956602,1689222.0315000005,197270.81849999996,98944a70-7e8e-5505-8810-77787cbc45a6,2022-01-10T03:01:29Z,2022-01-10T03:36:09Z,07902ce4-ca0b-0c09-f788-c5237a320413,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,outpatient,698314001,Consultation for treatment,161.2,7150.73,0.0,,,1,False,07902ce4-ca0b-0c09-f788-c5237a320413,32,3,0,0,1,9,0,1,0,27,07902ce4-ca0b-0c09-f788-c5237a320413,160903007
ef51f3a2-5af2-4ab7-2f8e-1ae9d5fb4b1a,1981-01-22,,999-38-9391,S99988522,X31342748X,Ms.,Daysi106,Bailey598,,,S,asian,nonhispanic,F,Ho Chi Minh City  Gia Định  VN,976 Fadel Ville,Juneau,Alaska,Juneau City and Borough,99824.0,58.28621805256053,-134.40620275743592,2654503.5,208708.64999999988,e0d0cb41-2c06-9725-66a0-684c9b58e360,2021-09-12T01:34:31Z,2021-09-12T02:41:24Z,ef51f3a2-5af2-4ab7-2f8e-1ae9d5fb4b1a,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,4d71f845-a6a9-3c39-b242-14d25ef86a8d,outpatient,308335008,Patient encounter procedure,161.2,8268.17,0.0,,,1,False,ef51f3a2-5af2-4ab7-2f8e-1ae9d5fb4b1a,19,3,0,0,0,15,1,1,0,19,ef51f3a2-5af2-4ab7-2f8e-1ae9d5fb4b1a,160903007
426288f0-4701-d87b-84c1-b5c58debb220,2005-05-16,,999-62-1881,S99925131,,,Tracy345,Abernathy524,,,,white,nonhispanic,M,Sterling  Alaska  US,269 Abernathy Trafficway,Juneau,Alaska,Juneau City and Borough,,58.3634984266176,-134.1621094472282,431269.43250000005,748.0574999999998,aa703674-b66d-5630-418a-62f826881398,2021-11-16T00:37:08Z,2021-11-16T00:52:08Z,426288f0-4701-d87b-84c1-b5c58debb220,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,outpatient,33879002,Administration of vaccine to produce active immunity (procedure),161.2,297.2,0.0,,,1,False,426288f0-4701-d87b-84c1-b5c58debb220,4,1,0,0,0,2,0,0,0,10,426288f0-4701-d87b-84c1-b5c58debb220,33737001
08cb0486-94f9-f809-fc26-1b9083a8f99e,1985-05-09,,999-62-5708,S99945720,X66311354X,Mrs.,Carol737,McGlynn426,,Bechtelar572,M,other,nonhispanic,F,Ketchikan  Alaska  US,960 Emard Dale Suite 6,Juneau,Alaska,Juneau City and Borough,,58.2809129286596,-134.44910501869077,1337243.2574999998,13787.0325,2e963a43-02bf-d2fe-e21a-3e9b70529856,2021-10-14T22:30:12Z,2021-10-14T22:45:12Z,08cb0486-94f9-f809-fc26-1b9083a8f99e,50cffdcc-6745-352b-8ad8-1be15178e5af,e2cfe0c1-fd2a-358d-b2e2-0a3d31a4258e,4d71f845-a6a9-3c39-b242-14d25ef86a8d,wellness,162673000,General examination of patient (procedure),99.01,1551.85,0.0,,,1,False,08cb0486-94f9-f809-fc26-1b9083a8f99e,7,1,0,0,0,2,0,0,0,19,08cb0486-94f9-f809-fc26-1b9083a8f99e,160903007
824b980b-2a89-3a15-7eee-364cc550b730,1959-05-20,,999-68-8547,S99947998,X38447123X,Mr.,Rogelio17,Rowe323,,,M,white,nonhispanic,M,Sterling  Alaska  US,640 Macejkovic Gardens,Juneau,Alaska,Juneau City and Borough,99801.0,58.39200182439212,-134.1685471491172,2456987.9025000003,125358.69749999998,494ac2d2-f927-2e99-076b-f88cf97bc15c,2021-10-13T12:22:04Z,2021-10-13T12:37:04Z,824b980b-2a89-3a15-7eee-364cc550b730,f77fd989-36eb-3782-bc6a-af621145e22a,edde2277-4900-32ac-8e44-36632d9261e5,5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,outpatient,33879002,Administration of vaccine to produce active immunity (procedure),161.2,297.2,0.0,,,1,False,824b980b-2a89-3a15-7eee-364cc550b730,32,0,0,0,0,4,0,0,0,20,824b980b-2a89-3a15-7eee-364cc550b730,160903007
67f37508-8918-3705-92f2-1c854c55683d,2002-03-07,,999-35-1465,S99949056,X5104650X,Ms.,Dawne25,Kris249,,,,white,nonhispanic,F,Anchorage  Alaska  US,122 Simonis Brook,Juneau,Alaska,Juneau City and Borough,99801.0,58.330956444775296,-134.16283134839668,522522.93250000005,132.93749999999997,78af31e6-4870-10c0-14e5-e6ce8c6d7d50,2021-07-08T12:28:16Z,2021-07-08T12:43:16Z,67f37508-8918-3705-92f2-1c854c55683d,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,047f6ec3-6215-35eb-9608-f9dda363a44c,outpatient,33879002,Administration of vaccine to produce active immunity (procedure),161.2,297.2,0.0,,,1,False,67f37508-8918-3705-92f2-1c854c55683d,5,1,0,0,0,6,0,0,0,9,67f37508-8918-3705-92f2-1c854c55683d,741062008
745bb707-c797-308c-281e-f54719b5dae3,1980-03-19,,999-71-2619,S99986078,X73838171X,Mr.,Emmitt44,Gleason633,,,M,white,nonhispanic,M,Anchorage  Alaska  US,822 Jacobi Overpass Unit 81,Juneau,Alaska,Juneau City and Borough,99801.0,58.26550760519505,-134.38335584539533,1097746.7624999995,129860.7075,296ebd96-8d6b-1b12-96c8-d09809ecf010,2022-03-30T21:14:54Z,2022-03-30T21:29:54Z,745bb707-c797-308c-281e-f54719b5dae3,81a2bd9a-1c41-3055-b5f1-a60d02ec9cc5,89aafb84-4feb-37a0-914e-e44d1e154f0b,42c4fca7-f8a9-3cd1-982a-dd9751bf3e2a,wellness,162673000,General examination of patient (procedure),99.01,1164.58,0.0,,,1,False,745bb707-c797-308c-281e-f54719b5dae3,3,1,0,0,0,2,0,0,0,10,745bb707-c797-308c-281e-f54719b5dae3,160903007
1aab85a9-5185-3017-4aa8-71e3eb4dab12,1970-06-30,,999-59-7862,S99916454,X89173831X,Mr.,Dorsey40,Renner328,,,M,white,nonhispanic,M,Anchorage  Alaska  US,899 Greenholt Parade Unit 21,Juneau,Alaska,Juneau City and Borough,99824.0,58.625915023066106,-134.3072727411316,1283218.7125,2031.3375,3b2732aa-dc9b-d740-b8d6-7c58fe7d1073,2021-07-06T11:41:08Z,2021-07-06T11:56:08Z,1aab85a9-5185-3017-4aa8-71e3eb4dab12,c243d20b-cfb6-3a93-ab8c-366093c7afa3,59bb12d2-8016-3260-be7b-bf15cc80dbd6,42c4fca7-f8a9-3cd1-982a-dd9751bf3e2a,wellness,162673000,General examination of patient (procedure),99.01,1172.56,0.0,,,1,False,1aab85a9-5185-3017-4aa8-71e3eb4dab12,5,0,0,0,0,4,0,0,0,14,1aab85a9-5185-3017-4aa8-71e3eb4dab12,741062008
97b792a7-4d62-74f8-d9fd-4e42af10b5f8,1995-01-12,,999-56-6741,S99950925,X64928192X,Mrs.,Brittny484,Graham902,,Zulauf375,M,white,nonhispanic,F,Anchorage  Alaska  US,632 Hermiston Quay Apt 25,Juneau,Alaska,Juneau City and Borough,99824.0,58.39527472815158,-134.1392771006666,1020108.2974999998,32303.6325,a888eed7-f0d1-cc54-be86-d7e8538757e6,2021-10-27T07:05:00Z,2021-10-27T07:20:00Z,97b792a7-4d62-74f8-d9fd-4e42af10b5f8,6b57af4a-5757-31a8-9916-5744531df0ad,9d0ab1c5-7394-3c6a-81d1-2ca78155defd,6e2f1a2d-27bd-3701-8d08-dae202c58632,ambulatory,185345009,Encounter for symptom,96.72,96.72,0.0,444814009.0,Viral sinusitis (disorder),1,False,97b792a7-4d62-74f8-d9fd-4e42af10b5f8,21,1,0,0,0,13,0,0,0,4,97b792a7-4d62-74f8-d9fd-4e42af10b5f8,444814009
d636fe03-f772-7ddb-6455-7ed1d5ce1002,2020-09-25,,999-72-6069,,,,Fabian647,Bayer639,,,,native,nonhispanic,M,Barrow  Alaska  US,660 Ortiz Green,Juneau,Alaska,Juneau City and Borough,99824.0,58.69043319094476,-134.30054259257247,22735.43,0.0,e1c32de9-36bb-51a4-6231-fc8495d84ec1,2022-03-04T18:03:43Z,2022-03-04T18:18:43Z,d636fe03-f772-7ddb-6455-7ed1d5ce1002,19f1855b-df93-38ce-8417-296aa453353f,d081a63a-1ab3-3526-9272-01aedf273030,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,wellness,410620009,Well child visit (procedure),99.01,235.01,0.0,,,1,False,d636fe03-f772-7ddb-6455-7ed1d5ce1002,2,0,0,0,0,1,0,0,0,8,d636fe03-f772-7ddb-6455-7ed1d5ce1002,65363002
d2633e06-15c2-c5d2-28bb-2cca2fe701e9,1911-10-14,1987-10-26,999-19-9724,S99925837,X81649448X,Mrs.,Dana512,Gleason633,,Schmeler639,M,native,nonhispanic,F,Fairbanks  Alaska  US,960 Hane Highlands Unit 44,Juneau,Alaska,Juneau City and Borough,,58.66565689044074,-134.2998312461194,2646663.176,390133.3640000002,e2e33ae2-e3d1-c083-20f1-77123617d9e7,1987-11-08T00:12:49Z,1987-11-08T00:27:49Z,d2633e06-15c2-c5d2-28bb-2cca2fe701e9,8956eb9f-7598-304f-9da6-0e0bfb309b41,fb7cc73b-9297-397b-a74c-e7f5395c2713,7caa7254-5050-3b5e-9eae-bd5ea30e809c,wellness,308646001,Death Certification,99.01,0.0,0.0,230265002.0,Familial Alzheimer's disease of early onset (disorder),1,True,d2633e06-15c2-c5d2-28bb-2cca2fe701e9,36,1,0,1,22,2,0,2,0,55,d2633e06-15c2-c5d2-28bb-2cca2fe701e9,741062008
